customer_id,gender,age,county,urban_rural_classification,kyc_tier,max_transaction_limit_kes,max_balance_limit_kes,betting_platform_flag,international_transaction_flag,account_age_days,initial_balance_kes,archetype
CUST_000242,Male,34,Uasin Gishu,rural,tier_1,70000.0,300000.0,false,false,128,133669.05228318207,retail_standard
CUST_000243,Female,40,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,118,434296.16932026035,retail_standard
CUST_000244,Female,27,Taita Taveta,rural,tier_1,70000.0,300000.0,false,false,122,163521.4719787784,micro_merchant
CUST_000245,Female,30,Mandera,rural,tier_1,70000.0,300000.0,false,false,140,202565.01619259577,retail_standard
CUST_000246,Female,24,Nairobi,urban,tier_1,70000.0,300000.0,false,false,311,81327.05788578883,retail_standard
CUST_000247,Male,18,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,112,84918.41920289784,retail_standard
CUST_000248,Male,18,Kericho,rural,tier_1,70000.0,300000.0,false,false,121,98110.31199759612,retail_standard
CUST_000249,Male,18,Wajir,rural,tier_2,150000.0,500000.0,false,false,351,171198.17012068356,retail_standard
CUST_000250,Female,18,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,249,66670.99466546932,retail_standard
CUST_000251,Female,20,Nairobi,urban,tier_1,70000.0,300000.0,false,false,94,207835.99600352935,retail_standard
CUST_000252,Male,45,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,321,171650.1327939663,micro_merchant
CUST_000253,Male,31,Nairobi,urban,tier_1,70000.0,300000.0,false,false,91,94721.74029420994,retail_standard
CUST_000254,Male,44,Kwale,rural,tier_1,70000.0,300000.0,false,false,84,152115.1498989193,retail_standard
CUST_000255,Female,36,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,179,205625.73169822188,retail_standard
CUST_000256,Female,39,Kisii,rural,tier_3,250000.0,500000.0,false,false,262,263623.53690875694,retail_standard
CUST_000257,Male,22,Nyandarua,rural,tier_1,70000.0,300000.0,false,false,93,56352.63005154323,retail_standard
CUST_000258,Male,37,Elgeyo Marakwet,rural,tier_3,250000.0,500000.0,false,false,283,171019.49602116324,retail_standard
CUST_000259,Female,39,Busia,rural,tier_1,70000.0,300000.0,false,false,82,107207.1785738831,retail_standard
CUST_000260,Male,26,Laikipia,rural,tier_2,150000.0,500000.0,false,false,292,251245.1481215992,retail_standard
CUST_000261,Female,37,Nandi,rural,tier_2,150000.0,500000.0,false,false,62,134342.06858222585,retail_standard
CUST_000262,Male,37,Nyandarua,rural,tier_2,150000.0,500000.0,false,false,186,52701.437719545764,retail_standard
CUST_000263,Male,26,Nairobi,urban,tier_2,150000.0,500000.0,false,false,245,107099.49257500679,retail_standard
CUST_000264,Female,20,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,119,107045.98214260126,micro_merchant
CUST_000265,Male,20,Mombasa,urban,tier_1,70000.0,300000.0,false,false,235,113945.9926445243,retail_standard
CUST_000266,Male,32,Nyamira,rural,tier_1,70000.0,300000.0,false,false,261,256122.67680557774,retail_standard
CUST_000267,Male,35,Garissa,rural,tier_1,70000.0,300000.0,false,false,248,147695.9391104837,retail_standard
CUST_000268,Male,24,Kiambu,semi_urban,tier_2,150000.0,500000.0,true,false,163,191592.98229974657,retail_standard
CUST_000269,Male,32,Nairobi,urban,tier_1,70000.0,300000.0,false,false,289,108590.81595230786,retail_standard
CUST_000270,Male,37,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,275,191688.98057439242,retail_standard
CUST_000271,Male,38,Kilifi,rural,tier_1,70000.0,300000.0,false,false,139,82164.82153323137,retail_standard
CUST_000272,Male,47,Mombasa,urban,tier_1,70000.0,300000.0,false,false,276,102887.95501965172,retail_standard
CUST_000273,Female,44,Nairobi,urban,tier_2,150000.0,500000.0,false,false,338,106695.50589548347,retail_standard
CUST_000274,Female,21,Samburu,rural,tier_2,150000.0,500000.0,false,false,304,373927.1987693934,retail_standard
CUST_000275,Male,48,Laikipia,rural,tier_1,70000.0,300000.0,false,false,276,134294.06939296555,micro_merchant
CUST_000276,Male,26,Nairobi,urban,tier_1,70000.0,300000.0,false,false,287,77480.07655922158,retail_heavy
CUST_000277,Female,42,Kisumu,urban,tier_1,70000.0,300000.0,false,false,300,104225.3070191809,retail_heavy
CUST_000278,Female,32,Vihiga,rural,tier_1,70000.0,300000.0,false,false,127,142395.42295044052,retail_standard
CUST_000279,Female,27,Kilifi,rural,tier_2,150000.0,500000.0,false,false,272,162267.89496763799,retail_standard
CUST_000280,Male,18,Bungoma,rural,tier_1,70000.0,300000.0,false,false,97,84482.73245195663,retail_standard
CUST_000281,Male,30,Kisumu,urban,tier_1,70000.0,300000.0,false,false,150,79570.67589229987,retail_standard
CUST_000282,Male,18,Kisumu,urban,tier_1,70000.0,300000.0,false,false,344,130746.90405077732,retail_standard
CUST_000283,Male,41,Nairobi,urban,tier_3,250000.0,500000.0,false,false,125,153788.91168815678,retail_standard
CUST_000284,Female,47,Kisii,rural,tier_2,150000.0,500000.0,false,false,313,146603.14337053933,retail_standard
CUST_000285,Male,24,Nairobi,urban,tier_1,70000.0,300000.0,false,false,171,56585.433709311044,corporate_sme
CUST_000286,Male,35,Nairobi,urban,tier_1,70000.0,300000.0,false,false,100,114732.43472363875,retail_standard
CUST_000287,Male,24,Kisii,rural,tier_1,70000.0,300000.0,false,false,62,100803.2659349035,retail_standard
CUST_000288,Female,25,Turkana,rural,tier_3,250000.0,500000.0,false,false,214,156613.9600314629,retail_standard
CUST_000289,Male,39,Laikipia,rural,tier_1,70000.0,300000.0,false,false,181,121895.95017300971,retail_standard
CUST_000290,Female,31,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,201,160418.1118814068,retail_standard
CUST_000291,Male,49,Kiambu,semi_urban,tier_3,250000.0,500000.0,false,false,44,261227.28036634208,corporate_sme
CUST_000292,Female,27,Kiambu,semi_urban,tier_2,150000.0,500000.0,true,true,120,242492.87993945315,retail_standard
CUST_000293,Male,41,Kisumu,urban,tier_1,70000.0,300000.0,false,false,31,97851.13912703913,retail_standard
CUST_000294,Female,32,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,131,83119.83042661281,retail_heavy
CUST_000295,Female,39,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,342,65485.232158725186,retail_standard
CUST_000296,Female,27,Bomet,rural,tier_1,70000.0,300000.0,false,false,81,82039.77749001744,retail_standard
CUST_000297,Female,31,Siaya,rural,tier_1,70000.0,300000.0,false,false,261,111453.50653881792,micro_merchant
CUST_000298,Female,30,West Pokot,rural,tier_3,250000.0,500000.0,false,false,31,124146.83739870912,retail_standard
CUST_000299,Female,23,Nairobi,urban,tier_3,250000.0,500000.0,false,false,218,192989.6707380916,retail_heavy
CUST_000300,Female,38,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,339,68105.23862678271,retail_standard
CUST_000301,Male,38,Nairobi,urban,tier_2,150000.0,500000.0,false,false,144,80167.01563621101,retail_standard
CUST_000302,Female,37,Nakuru,semi_urban,tier_1,70000.0,300000.0,true,false,96,166248.81223986854,retail_standard
CUST_000303,Female,47,Kisumu,urban,tier_1,70000.0,300000.0,false,false,221,87058.05343408688,retail_standard
CUST_000304,Female,46,Nairobi,urban,tier_2,150000.0,500000.0,false,false,123,121036.3933437761,retail_standard
CUST_000305,Male,28,Laikipia,rural,tier_1,70000.0,300000.0,false,false,329,63870.58354670433,retail_standard
CUST_000306,Male,35,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,315,136360.27473181844,retail_standard
CUST_000307,Female,25,Tana River,rural,tier_1,70000.0,300000.0,false,false,249,219474.56095780144,micro_merchant
CUST_000308,Male,32,Nairobi,urban,tier_1,70000.0,300000.0,false,false,244,90219.49586764564,retail_standard
CUST_000309,Male,26,Nairobi,urban,tier_1,70000.0,300000.0,false,false,232,99087.25120761593,retail_heavy
CUST_000310,Male,48,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,277,314323.91114471905,retail_standard
CUST_000311,Male,35,Nairobi,urban,tier_2,150000.0,500000.0,false,false,184,74394.7404335731,retail_heavy
CUST_000312,Male,29,Mombasa,urban,tier_2,150000.0,500000.0,false,false,355,475000.0,retail_standard
CUST_000313,Male,43,Wajir,rural,tier_2,150000.0,500000.0,false,false,146,475000.0,retail_standard
CUST_000314,Male,18,Mombasa,urban,tier_1,70000.0,300000.0,false,false,33,28520.231423628775,retail_standard
CUST_000315,Male,18,Nairobi,urban,tier_2,150000.0,500000.0,false,false,264,175187.43956712127,retail_standard
CUST_000316,Male,39,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,252,77038.78210210531,retail_standard
CUST_000317,Female,32,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,359,96679.03643087337,retail_standard
CUST_000318,Male,34,Baringo,rural,tier_3,250000.0,500000.0,false,false,162,149219.08029593824,retail_standard
CUST_000319,Female,18,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,172,165614.3717136394,retail_standard
CUST_000320,Female,31,Murang'a,rural,tier_1,70000.0,300000.0,false,false,218,104323.5910685271,retail_standard
CUST_000321,Male,52,Nairobi,urban,tier_1,70000.0,300000.0,false,false,161,69988.35475424326,retail_standard
CUST_000322,Male,40,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,293,101259.84076542105,retail_standard
CUST_000323,Female,33,Kakamega,rural,tier_1,70000.0,300000.0,false,false,173,142761.3839957337,retail_standard
CUST_000324,Female,27,Nyandarua,rural,tier_1,70000.0,300000.0,true,false,293,61063.958249176874,retail_standard
CUST_000325,Female,28,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,172,80760.7640329936,retail_standard
CUST_000326,Female,18,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,105,285000.0,retail_standard
CUST_000327,Female,34,Nairobi,urban,tier_1,70000.0,300000.0,false,false,362,80043.41178463277,retail_standard
CUST_000328,Female,40,Nairobi,urban,tier_1,70000.0,300000.0,false,false,206,103038.83759587105,retail_heavy
CUST_000329,Male,18,Nairobi,urban,tier_2,150000.0,500000.0,false,false,267,150763.2002331403,retail_heavy
CUST_000330,Female,25,Kisii,rural,tier_1,70000.0,300000.0,false,false,228,145158.51129782858,retail_standard
CUST_000331,Male,20,Kisumu,urban,tier_1,70000.0,300000.0,false,false,150,267783.12991996575,retail_standard
CUST_000332,Female,22,Kisii,rural,tier_1,70000.0,300000.0,false,false,356,147488.38036949764,retail_standard
CUST_000333,Female,32,Nairobi,urban,tier_2,150000.0,500000.0,false,false,154,86092.77765104784,retail_heavy
CUST_000334,Male,18,Nyamira,rural,tier_2,150000.0,500000.0,false,false,363,92069.74474715897,retail_standard
CUST_000335,Female,38,Murang'a,rural,tier_1,70000.0,300000.0,false,false,174,90405.04623219094,retail_standard
CUST_000336,Male,39,Nairobi,urban,tier_2,150000.0,500000.0,false,false,37,160853.09558329574,retail_standard
CUST_000337,Female,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,42,46656.24744059854,retail_heavy
CUST_000338,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,357,166243.3925595464,retail_heavy
CUST_000339,Female,22,Narok,rural,tier_1,70000.0,300000.0,false,false,207,64111.40003127842,retail_standard
CUST_000340,Male,44,Mombasa,urban,tier_1,70000.0,300000.0,false,false,160,232859.03156293705,retail_heavy
CUST_000341,Female,18,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,302,274266.09184502834,retail_standard
CUST_000342,Female,28,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,237,97480.82659326583,retail_heavy
CUST_000343,Female,20,Marsabit,rural,tier_1,70000.0,300000.0,false,false,251,137451.17936097723,retail_standard
CUST_000344,Female,40,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,260,59609.13675701742,retail_standard
CUST_000345,Female,25,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,96,150749.66869534994,corporate_sme
CUST_000346,Female,36,Wajir,rural,tier_2,150000.0,500000.0,false,false,59,143381.926793573,micro_merchant
CUST_000347,Male,37,Nairobi,urban,tier_2,150000.0,500000.0,false,false,274,106803.47224212802,retail_standard
CUST_000348,Female,50,Murang'a,rural,tier_1,70000.0,300000.0,false,false,37,95498.9240116704,retail_heavy
CUST_000349,Male,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,271,87436.12007469648,retail_standard
CUST_000350,Female,35,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,73,93803.55669536264,retail_standard
CUST_000351,Male,18,Nyeri,rural,tier_1,70000.0,300000.0,false,false,118,177438.20830196058,retail_heavy
CUST_000352,Female,43,Isiolo,rural,tier_1,70000.0,300000.0,false,false,267,74524.55574097138,retail_standard
CUST_000353,Female,24,Kakamega,rural,tier_1,70000.0,300000.0,false,false,239,262773.90208464966,retail_standard
CUST_000354,Male,26,Mombasa,urban,tier_2,150000.0,500000.0,false,false,292,94829.28565909968,retail_standard
CUST_000355,Female,31,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,235,412535.90112236195,retail_standard
CUST_000356,Female,18,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,46,66388.72007765477,retail_standard
CUST_000357,Female,34,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,312,110307.93439913222,retail_standard
CUST_000358,Female,41,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,102,143956.33748426998,micro_merchant
CUST_000359,Female,34,Kisumu,urban,tier_1,70000.0,300000.0,false,false,75,92936.65563569068,retail_heavy
CUST_000360,Female,18,Kisumu,urban,tier_2,150000.0,500000.0,false,false,325,274592.0980225669,retail_heavy
CUST_000361,Male,30,Mombasa,urban,tier_1,70000.0,300000.0,false,false,95,233620.00222944882,retail_standard
CUST_000362,Male,39,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,210,200145.5450499222,retail_standard
CUST_000363,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,193,90139.12485506923,retail_standard
CUST_000364,Female,21,Nyandarua,rural,tier_1,70000.0,300000.0,false,false,288,121014.46523624197,retail_heavy
CUST_000365,Male,40,Bungoma,rural,tier_3,250000.0,500000.0,false,false,44,124408.33275066274,micro_merchant
CUST_000366,Female,34,Nairobi,urban,tier_1,70000.0,300000.0,false,false,65,67222.45331072055,retail_standard
CUST_000367,Female,36,Kericho,rural,tier_3,250000.0,500000.0,false,false,169,103695.38859696491,retail_standard
CUST_000368,Male,50,Narok,rural,tier_1,70000.0,300000.0,false,false,189,88676.58024731255,retail_standard
CUST_000369,Female,36,Mombasa,urban,tier_2,150000.0,500000.0,false,false,294,208389.9145281639,micro_merchant
CUST_000370,Female,38,Nairobi,urban,tier_3,250000.0,500000.0,false,false,233,70718.02695487377,retail_standard
CUST_000371,Male,59,Nairobi,urban,tier_1,70000.0,300000.0,false,false,79,107835.36041341143,micro_merchant
CUST_000372,Male,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,358,235519.81191155437,retail_standard
CUST_000373,Male,24,Laikipia,rural,tier_2,150000.0,500000.0,false,false,184,322326.05711890146,retail_standard
CUST_000374,Male,36,Wajir,rural,tier_1,70000.0,300000.0,false,false,354,82367.45838434194,retail_standard
CUST_000375,Male,36,Nairobi,urban,tier_3,250000.0,500000.0,false,false,362,91484.69072306296,retail_standard
CUST_000376,Female,26,Kwale,rural,tier_1,70000.0,300000.0,false,false,47,138892.13544467813,retail_standard
CUST_000377,Male,21,Nairobi,urban,tier_1,70000.0,300000.0,false,false,199,34642.05303016531,corporate_sme
CUST_000378,Male,55,Bomet,rural,tier_1,70000.0,300000.0,false,false,171,192262.09756032669,retail_heavy
CUST_000379,Female,35,Laikipia,rural,tier_2,150000.0,500000.0,false,false,197,165308.6561038739,retail_standard
CUST_000380,Female,24,Nakuru,semi_urban,tier_3,250000.0,500000.0,false,false,134,459554.8293934836,micro_merchant
CUST_000381,Female,41,Nairobi,urban,tier_1,70000.0,300000.0,false,false,217,46539.4216972655,micro_merchant
CUST_000382,Female,30,Bomet,rural,tier_2,150000.0,500000.0,false,false,195,291104.1803059311,corporate_sme
CUST_000383,Male,29,West Pokot,rural,tier_3,250000.0,500000.0,false,false,92,174924.36491549725,micro_merchant
CUST_000384,Male,37,Mombasa,urban,tier_1,70000.0,300000.0,false,false,126,93527.65883064692,retail_heavy
CUST_000385,Female,19,Nairobi,urban,tier_1,70000.0,300000.0,false,false,79,55637.68403291689,micro_merchant
CUST_000386,Female,35,Nairobi,urban,tier_2,150000.0,500000.0,false,false,313,247765.33088953208,retail_standard
CUST_000387,Female,51,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,257,257927.0494348441,retail_standard
CUST_000388,Male,36,Bomet,rural,tier_1,70000.0,300000.0,false,false,160,269440.17367708794,retail_standard
CUST_000389,Female,28,Mandera,rural,tier_2,150000.0,500000.0,false,false,162,304488.47267112037,retail_standard
CUST_000390,Female,26,Kwale,rural,tier_1,70000.0,300000.0,true,false,56,82009.47670652196,retail_standard
CUST_000391,Male,27,Samburu,rural,tier_3,250000.0,500000.0,false,false,127,111349.82327767515,retail_standard
CUST_000392,Female,29,Meru,rural,tier_2,150000.0,500000.0,false,false,340,92792.18117483311,retail_standard
CUST_000393,Female,28,Mombasa,urban,tier_2,150000.0,500000.0,false,false,40,384221.90805725293,retail_standard
CUST_000394,Male,41,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,79,74790.833637447,retail_standard
CUST_000395,Male,18,Kisumu,urban,tier_1,70000.0,300000.0,false,false,314,231342.06339418775,retail_heavy
CUST_000396,Female,40,Kisumu,urban,tier_1,70000.0,300000.0,false,false,204,143497.62651349357,retail_standard
CUST_000397,Male,28,Tharaka Nithi,rural,tier_1,70000.0,300000.0,false,false,40,130156.02400364725,retail_standard
CUST_000398,Male,35,Kajiado,rural,tier_2,150000.0,500000.0,false,false,194,157775.62710507994,retail_standard
CUST_000399,Male,20,Vihiga,rural,tier_1,70000.0,300000.0,false,false,281,153564.23232928084,retail_heavy
CUST_000400,Male,45,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,145,109513.4193881621,retail_standard
CUST_000401,Female,44,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,158,91759.9409158175,retail_standard
CUST_000402,Female,41,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,242,156301.19265996394,retail_standard
CUST_000403,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,231,102698.38794216454,retail_standard
CUST_000404,Female,40,Mombasa,urban,tier_2,150000.0,500000.0,false,false,333,123401.1843472394,retail_standard
CUST_000405,Female,36,Kiambu,semi_urban,tier_2,150000.0,500000.0,true,false,113,248271.14763686038,retail_standard
CUST_000406,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,true,false,122,106888.86467988706,retail_standard
CUST_000407,Female,31,Tharaka Nithi,rural,tier_2,150000.0,500000.0,false,false,82,234877.26574846156,retail_standard
CUST_000408,Male,35,Nairobi,urban,tier_2,150000.0,500000.0,false,false,253,146595.65774189707,retail_standard
CUST_000409,Female,37,Nairobi,urban,tier_1,70000.0,300000.0,false,false,209,60293.35039720033,retail_standard
CUST_000410,Female,33,Lamu,rural,tier_2,150000.0,500000.0,false,false,146,437967.66334839637,retail_standard
CUST_000411,Female,34,Nairobi,urban,tier_1,70000.0,300000.0,false,true,263,239149.33275130967,retail_standard
CUST_000412,Male,46,Siaya,rural,tier_1,70000.0,300000.0,false,false,156,171687.3268415154,retail_standard
CUST_000413,Female,44,Kisii,rural,tier_1,70000.0,300000.0,false,false,95,90910.64781199499,micro_merchant
CUST_000414,Male,18,Nairobi,urban,tier_1,70000.0,300000.0,false,false,211,94975.92971501313,retail_standard
CUST_000415,Male,28,Kakamega,rural,tier_2,150000.0,500000.0,false,false,176,367150.4910534686,retail_standard
CUST_000416,Male,30,Embu,rural,tier_3,250000.0,500000.0,false,false,166,154114.07572265272,micro_merchant
CUST_000417,Female,18,Laikipia,rural,tier_2,150000.0,500000.0,false,false,179,134065.71366762457,retail_standard
CUST_000418,Male,32,Murang'a,rural,tier_1,70000.0,300000.0,false,false,337,281434.5208345247,retail_standard
CUST_000419,Female,44,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,102,107763.99815844244,micro_merchant
CUST_000420,Female,21,Baringo,rural,tier_3,250000.0,500000.0,false,false,122,445332.30784346274,retail_heavy
CUST_000421,Male,35,Kisumu,urban,tier_1,70000.0,300000.0,false,false,219,54849.14064929127,retail_standard
CUST_000422,Male,22,Kericho,rural,tier_1,70000.0,300000.0,false,false,45,143004.3309333444,retail_standard
CUST_000423,Male,25,Turkana,rural,tier_1,70000.0,300000.0,false,false,79,285000.0,retail_standard
CUST_000424,Female,46,Baringo,rural,tier_1,70000.0,300000.0,false,false,220,112017.80669271832,retail_standard
CUST_000425,Female,26,Isiolo,rural,tier_1,70000.0,300000.0,false,false,201,96716.13342599792,retail_heavy
CUST_000426,Male,36,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,249,61553.487720404664,micro_merchant
CUST_000427,Female,18,Laikipia,rural,tier_1,70000.0,300000.0,false,false,68,189607.09345792004,retail_heavy
CUST_000428,Male,50,West Pokot,rural,tier_1,70000.0,300000.0,false,false,316,75092.33077150752,retail_standard
CUST_000429,Female,38,Nairobi,urban,tier_1,70000.0,300000.0,false,false,193,105254.18086550132,retail_standard
CUST_000430,Female,30,Mombasa,urban,tier_1,70000.0,300000.0,false,false,82,59533.03298756739,retail_standard
CUST_000431,Female,37,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,134,240382.10818517898,retail_standard
CUST_000432,Female,18,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,106,327684.3356852977,retail_standard
CUST_000433,Female,43,Machakos,semi_urban,tier_1,70000.0,300000.0,false,false,181,108634.61552647054,retail_standard
CUST_000434,Male,28,Nairobi,urban,tier_2,150000.0,500000.0,false,false,187,103289.28364607017,retail_standard
CUST_000435,Male,29,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,175,396454.63584584004,retail_heavy
CUST_000436,Male,27,Baringo,rural,tier_1,70000.0,300000.0,false,false,184,91910.62257863002,retail_heavy
CUST_000437,Female,26,Baringo,rural,tier_2,150000.0,500000.0,false,false,335,105848.16673966199,retail_standard
CUST_000438,Female,38,Homa Bay,rural,tier_2,150000.0,500000.0,false,true,352,76214.29870877872,retail_standard
CUST_000439,Female,34,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,194,79901.92209249183,retail_standard
CUST_000440,Female,38,Garissa,rural,tier_1,70000.0,300000.0,false,false,353,53328.10088738422,retail_heavy
CUST_000441,Male,31,Mandera,rural,tier_1,70000.0,300000.0,false,false,305,80831.9296492544,retail_standard
CUST_000442,Female,37,Elgeyo Marakwet,rural,tier_3,250000.0,500000.0,false,false,305,266883.56183111435,micro_merchant
CUST_000443,Male,27,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,105,152460.8766283785,retail_standard
CUST_000444,Male,54,Bungoma,rural,tier_3,250000.0,500000.0,false,false,177,219742.1447182015,micro_merchant
CUST_000445,Female,18,Nairobi,urban,tier_3,250000.0,500000.0,false,false,148,128116.59767958133,micro_merchant
CUST_000446,Female,44,Kisumu,urban,tier_1,70000.0,300000.0,false,false,62,114019.21739618693,retail_standard
CUST_000447,Female,45,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,55,475000.0,retail_standard
CUST_000448,Male,23,Nyandarua,rural,tier_1,70000.0,300000.0,false,false,239,92715.84963148867,micro_merchant
CUST_000449,Female,54,Kajiado,rural,tier_2,150000.0,500000.0,false,false,171,222922.1967828045,micro_merchant
CUST_000450,Male,41,Nairobi,urban,tier_1,70000.0,300000.0,false,false,307,50451.82199037285,corporate_sme
CUST_000451,Female,41,Bomet,rural,tier_1,70000.0,300000.0,false,false,254,236000.88047965267,retail_standard
CUST_000452,Female,32,Mombasa,urban,tier_2,150000.0,500000.0,false,false,58,144894.3395374552,retail_standard
CUST_000453,Male,29,Kitui,rural,tier_2,150000.0,500000.0,false,false,311,311025.5065279169,micro_merchant
CUST_000454,Male,29,Murang'a,rural,tier_2,150000.0,500000.0,false,false,196,172952.66607239505,micro_merchant
CUST_000455,Male,35,Bomet,rural,tier_1,70000.0,300000.0,false,false,220,149840.61420002955,retail_standard
CUST_000456,Female,46,Bomet,rural,tier_1,70000.0,300000.0,false,false,354,154360.17775988718,micro_merchant
CUST_000457,Male,33,Nakuru,semi_urban,tier_3,250000.0,500000.0,false,false,245,146699.74232415514,retail_standard
CUST_000458,Female,22,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,37,190515.90702744876,micro_merchant
CUST_000459,Female,40,Nyamira,rural,tier_1,70000.0,300000.0,false,false,89,75511.88360868745,retail_heavy
CUST_000460,Female,41,Kirinyaga,rural,tier_1,70000.0,300000.0,false,false,173,162836.9811429544,micro_merchant
CUST_000461,Male,38,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,false,42,90801.86522964215,retail_heavy
CUST_000462,Female,39,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,86,131441.44259388503,retail_standard
CUST_000463,Male,29,Nairobi,urban,tier_1,70000.0,300000.0,false,false,296,87600.43585810141,retail_heavy
CUST_000464,Female,22,Nairobi,urban,tier_2,150000.0,500000.0,false,false,77,188593.9112559449,retail_standard
CUST_000465,Female,23,Nairobi,urban,tier_3,250000.0,500000.0,false,false,86,107475.32083420006,retail_standard
CUST_000466,Female,18,Nakuru,semi_urban,tier_3,250000.0,500000.0,false,false,199,208176.56519974573,micro_merchant
CUST_000467,Female,34,Trans Nzoia,rural,tier_1,70000.0,300000.0,false,false,60,112829.3378010529,retail_standard
CUST_000468,Male,31,Kiambu,semi_urban,tier_1,70000.0,300000.0,false,true,115,84243.01835594038,micro_merchant
CUST_000469,Female,27,Mombasa,urban,tier_2,150000.0,500000.0,false,true,345,178947.7949943709,retail_standard
CUST_000470,Male,18,Nairobi,urban,tier_2,150000.0,500000.0,false,false,242,196686.35167908634,retail_heavy
CUST_000471,Male,19,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,353,81093.59229092454,retail_standard
CUST_000472,Male,43,Migori,rural,tier_2,150000.0,500000.0,false,false,149,172470.9489763664,retail_standard
CUST_000473,Male,25,Nakuru,semi_urban,tier_2,150000.0,500000.0,false,false,237,111255.80817239457,retail_standard
CUST_000474,Male,35,Lamu,rural,tier_2,150000.0,500000.0,false,false,110,475000.0,retail_standard
CUST_000475,Male,18,Marsabit,rural,tier_2,150000.0,500000.0,false,false,157,312363.45463693177,retail_standard
CUST_000476,Male,46,Nairobi,urban,tier_1,70000.0,300000.0,false,false,88,126511.03372317665,retail_standard
CUST_000477,Female,30,Bungoma,rural,tier_1,70000.0,300000.0,false,false,309,198311.4824713135,micro_merchant
CUST_000478,Female,34,Uasin Gishu,rural,tier_1,70000.0,300000.0,false,false,91,41023.95795108234,retail_standard
CUST_000479,Male,55,Nakuru,semi_urban,tier_1,70000.0,300000.0,false,false,98,30720.881598612566,retail_standard
CUST_000480,Male,47,Nairobi,urban,tier_2,150000.0,500000.0,false,false,185,150650.49744274162,retail_standard
CUST_000481,Male,28,Tana River,rural,tier_2,150000.0,500000.0,false,false,174,92326.02166325557,retail_heavy
CUST_000482,Female,26,Nyeri,rural,tier_1,70000.0,300000.0,false,false,135,98050.21176760693,retail_standard
CUST_000483,Male,28,Kiambu,semi_urban,tier_2,150000.0,500000.0,false,false,149,203860.5983257733,retail_standard
CUST_000484,Male,37,Machakos,semi_urban,tier_2,150000.0,500000.0,false,false,129,291434.5194909105,retail_standard
CUST_000485,Male,30,Mombasa,urban,tier_2,150000.0,500000.0,false,false,336,104112.92280412871,retail_standard
