transaction_id,customer_id,counterparty,transaction_type,amount,direction,timestamp,paid_in,paid_out,balance,tier,hour,day_of_week,month,is_weekend,is_night,is_betting,is_international,is_kadogo,balance_after
TXN_0000003224,CUST_000558,Agent-986,Agent Deposit,346.22,inflow,2024-07-09T20:22:07.305329+00:00,346.22,0.0,109647.96,2,20,1,7,false,false,false,false,false,109647.96
TXN_0000003225,CUST_000474,Paybill-905703,Lipa Na M-PESA (Paybill),270.7,outflow,2024-07-09T20:23:52.319267+00:00,0.0,270.7,474824.69,2,20,1,7,false,false,false,false,false,474824.69
TXN_0000003226,CUST_000523,User-95936,Send Money,1471.06,outflow,2024-07-09T20:23:59.097118+00:00,0.0,1471.06,314856.25,2,20,1,7,false,false,false,false,false,314856.25
TXN_0000003227,CUST_000037,User-11378,Send Money,2662.25,outflow,2024-07-09T20:27:36.000474+00:00,0.0,2662.25,283150.68,1,20,1,7,false,false,false,false,false,283150.68
TXN_0000003228,CUST_000237,User-44000,Send Money,12722.69,outflow,2024-07-09T20:29:53.586719+00:00,0.0,12722.69,47968.43,1,20,1,7,false,false,false,false,false,47968.43
TXN_0000003229,CUST_000911,Merchant-4419,Lipa Na M-PESA (Buy Goods),758.6,outflow,2024-07-09T20:30:33.092511+00:00,0.0,758.6,114214.66,3,20,1,7,false,false,false,false,false,114214.66
TXN_0000003230,CUST_000890,User-66783,Send Money,4649.87,outflow,2024-07-09T20:35:17.939301+00:00,0.0,4649.87,448347.8,2,20,1,7,false,false,false,false,false,448347.8
TXN_0000003231,CUST_000521,User-98390,Send Money,1818.66,outflow,2024-07-09T20:41:30.026785+00:00,0.0,1818.66,195081.58,1,20,1,7,false,false,false,false,false,195081.58
TXN_0000003232,CUST_000322,User-37735,Received Money,47.07,inflow,2024-07-09T20:49:16.090993+00:00,47.07,0.0,98596.97,1,20,1,7,false,false,false,false,true,98596.97
TXN_0000003233,CUST_000853,Paybill-214666,Lipa Na M-PESA (Paybill),781.23,outflow,2024-07-09T20:56:32.972870+00:00,0.0,781.23,161029.61,1,20,1,7,false,false,false,false,false,161029.61
TXN_0000003234,CUST_000776,Merchant-7231,Lipa Na M-PESA (Buy Goods),1170.36,outflow,2024-07-09T21:08:12.097252+00:00,0.0,1170.36,82398.11,1,21,1,7,false,false,false,false,false,82398.11
TXN_0000003235,CUST_000107,User-27418,Send Money,31616.98,outflow,2024-07-09T21:20:22.306191+00:00,0.0,31616.98,25328.3,1,21,1,7,false,false,false,false,false,25328.3
TXN_0000003236,CUST_000357,Reversal,Others,230.88,outflow,2024-07-09T21:21:23.118695+00:00,0.0,230.88,109832.44,1,21,1,7,false,false,false,false,false,109832.44
TXN_0000003237,CUST_000660,Merchant-8552,Lipa Na M-PESA (Buy Goods),1232.36,outflow,2024-07-09T21:31:21.003841+00:00,0.0,1232.36,95145.02,1,21,1,7,false,false,false,false,false,95145.02
TXN_0000003238,CUST_000384,Paybill-985330,Lipa Na M-PESA (Paybill),4392.96,outflow,2024-07-09T21:32:05.704580+00:00,0.0,4392.96,81411.73,1,21,1,7,false,false,false,false,false,81411.73
TXN_0000003239,CUST_000894,Agent-499,Agent Withdrawal,1821.45,outflow,2024-07-09T21:32:19.092705+00:00,0.0,1821.45,224882.21,2,21,1,7,false,false,false,false,false,224882.21
TXN_0000003240,CUST_000439,User-81904,Received Money,271.45,inflow,2024-07-09T21:33:59.945235+00:00,271.45,0.0,91748.37,1,21,1,7,false,false,false,false,false,91748.37
TXN_0000003241,CUST_000578,Reversal,Others,645.49,outflow,2024-07-09T21:37:04.684256+00:00,0.0,645.49,87926.07,2,21,1,7,false,false,false,false,false,87926.07
TXN_0000003242,CUST_000081,User-12418,Send Money,1684.77,outflow,2024-07-09T21:39:37.890857+00:00,0.0,1684.77,159923.43,3,21,1,7,false,false,false,false,false,159923.43
TXN_0000003243,CUST_000297,User-36629,Send Money,1327.28,outflow,2024-07-09T21:41:08.244608+00:00,0.0,1327.28,115795.64,1,21,1,7,false,false,false,false,false,115795.64
TXN_0000003244,CUST_000085,Paybill-126696,Lipa Na M-PESA (Paybill),81.75,outflow,2024-07-09T21:42:20.689373+00:00,0.0,81.75,236189.26,1,21,1,7,false,false,false,false,true,236189.26
TXN_0000003245,CUST_000590,User-94703,Send Money,322.22,outflow,2024-07-09T21:44:31.911645+00:00,0.0,322.22,95363.73,1,21,1,7,false,false,false,false,false,95363.73
TXN_0000003246,CUST_000486,User-94552,Send Money,305.72,outflow,2024-07-09T21:44:58.888153+00:00,0.0,305.72,132470.67,1,21,1,7,false,false,false,false,false,132470.67
TXN_0000003247,CUST_000349,Merchant-4853,Lipa Na M-PESA (Buy Goods),14645.05,outflow,2024-07-09T21:46:59.651361+00:00,0.0,14645.05,69380.63,1,21,1,7,false,false,false,false,false,69380.63
TXN_0000003248,CUST_000125,Merchant-2871,Lipa Na M-PESA (Buy Goods),10460.26,outflow,2024-07-09T21:55:33.316558+00:00,0.0,10460.26,59014.95,1,21,1,7,false,false,false,false,false,59014.95
TXN_0000003249,CUST_000516,Agent-344,Agent Deposit,291.09,inflow,2024-07-09T21:59:58.505018+00:00,291.09,0.0,160498.91,2,21,1,7,false,false,false,false,false,160498.91
TXN_0000003250,CUST_000124,Agent-115,Agent Withdrawal,17077.16,outflow,2024-07-09T22:01:38.140038+00:00,0.0,17077.16,179125.68,2,22,1,7,false,true,false,false,false,179125.68
TXN_0000003251,CUST_000700,Agent-196,Agent Deposit,1687.97,inflow,2024-07-09T22:09:03.417191+00:00,1687.97,0.0,212436.5,3,22,1,7,false,true,false,false,false,212436.5
TXN_0000003252,CUST_000587,Paybill-150595,Lipa Na M-PESA (Paybill),360.15,outflow,2024-07-09T22:12:27.820422+00:00,0.0,360.15,89634.87,1,22,1,7,false,true,false,false,false,89634.87
TXN_0000003253,CUST_000531,Merchant-6296,Lipa Na M-PESA (Buy Goods),846.35,outflow,2024-07-09T22:15:17.914195+00:00,0.0,846.35,174513.38,1,22,1,7,false,true,false,false,false,174513.38
TXN_0000003254,CUST_000833,User-72354,Send Money,698.44,outflow,2024-07-09T22:16:36.745656+00:00,0.0,698.44,145399.82,1,22,1,7,false,true,false,false,false,145399.82
TXN_0000003255,CUST_000169,Agent-609,Agent Withdrawal,380.26,outflow,2024-07-09T22:23:56.956241+00:00,0.0,380.26,65244.72,1,22,1,7,false,true,false,false,false,65244.72
TXN_0000003256,CUST_000509,Betway,Send Money,107.47,outflow,2024-07-09T22:37:24.962911+00:00,0.0,107.47,415301.26,2,22,1,7,false,true,true,false,false,415301.26
TXN_0000003257,CUST_000634,User-75433,Send Money,501.35,outflow,2024-07-09T22:37:26.561760+00:00,0.0,501.35,85685.5,1,22,1,7,false,true,false,false,false,85685.5
TXN_0000003258,CUST_000790,Agent-833,Agent Withdrawal,304.33,outflow,2024-07-09T22:37:48.148125+00:00,0.0,304.33,273342.08,1,22,1,7,false,true,false,false,false,273342.08
TXN_0000003259,CUST_000302,Agent-243,Agent Deposit,1018.33,inflow,2024-07-09T22:38:07.157722+00:00,1018.33,0.0,162826.62,1,22,1,7,false,true,false,false,false,162826.62
TXN_0000003260,CUST_000939,User-59016,Send Money,240.89,outflow,2024-07-09T22:38:08.551838+00:00,0.0,240.89,392224.07,3,22,1,7,false,true,false,false,false,392224.07
TXN_0000003261,CUST_000516,Paybill-314464,Lipa Na M-PESA (Paybill),575.11,outflow,2024-07-09T22:42:33.341713+00:00,0.0,575.11,159923.8,2,22,1,7,false,true,false,false,false,159923.8
TXN_0000003262,CUST_000650,User-70003,Send Money,2363.83,outflow,2024-07-09T22:47:38.991834+00:00,0.0,2363.83,164230.18,2,22,1,7,false,true,false,false,false,164230.18
TXN_0000003263,CUST_000690,Merchant-8790,Lipa Na M-PESA (Buy Goods),8783.67,outflow,2024-07-09T22:47:53.128021+00:00,0.0,8783.67,186392.77,1,22,1,7,false,true,false,false,false,186392.77
TXN_0000003264,CUST_000757,User-17693,Send Money,623.65,outflow,2024-07-09T22:59:47.669363+00:00,0.0,623.65,164070.44,2,22,1,7,false,true,false,false,false,164070.44
TXN_0000003265,CUST_000271,User-75776,Send Money,194.74,outflow,2024-07-09T23:02:12.524420+00:00,0.0,194.74,82252.96,1,23,1,7,false,true,false,false,false,82252.96
TXN_0000003266,CUST_000148,Merchant-1680,Lipa Na M-PESA (Buy Goods),1012.15,outflow,2024-07-09T23:04:05.509938+00:00,0.0,1012.15,176664.75,3,23,1,7,false,true,false,false,false,176664.75
TXN_0000003267,CUST_000884,Agent-783,Agent Deposit,2798.0,inflow,2024-07-09T23:04:37.436346+00:00,2798.0,0.0,64967.92,1,23,1,7,false,true,false,false,false,64967.92
TXN_0000003268,CUST_000179,Agent-618,Agent Withdrawal,1194.12,outflow,2024-07-09T23:05:56.976982+00:00,0.0,1194.12,129238.31,1,23,1,7,false,true,false,false,false,129238.31
TXN_0000003269,CUST_000545,Paybill-340955,Lipa Na M-PESA (Paybill),381.45,outflow,2024-07-09T23:07:16.807297+00:00,0.0,381.45,295012.13,3,23,1,7,false,true,false,false,false,295012.13
TXN_0000003270,CUST_000906,Betika,Lipa Na M-PESA (Paybill),1579.15,outflow,2024-07-09T23:09:17.091503+00:00,0.0,1579.15,189434.3,2,23,1,7,false,true,true,false,false,189434.3
TXN_0000003271,CUST_000117,User-93410,Send Money,7468.03,outflow,2024-07-09T23:20:24.405532+00:00,0.0,7468.03,89771.78,3,23,1,7,false,true,false,false,false,89771.78
TXN_0000003272,CUST_000755,User-67412,Send Money,1087.31,outflow,2024-07-09T23:24:48.236232+00:00,0.0,1087.31,182070.45,1,23,1,7,false,true,false,false,false,182070.45
TXN_0000003273,CUST_000967,User-20711,Send Money,1542.02,outflow,2024-07-09T23:25:47.933477+00:00,0.0,1542.02,167944.82,2,23,1,7,false,true,false,false,false,167944.82
TXN_0000003274,CUST_000492,User-76800,Received Money,1850.18,inflow,2024-07-09T23:28:23.876627+00:00,1850.18,0.0,448275.09,2,23,1,7,false,true,false,false,false,448275.09
TXN_0000003275,CUST_000338,User-92108,Send Money,1490.19,outflow,2024-07-09T23:28:33.254635+00:00,0.0,1490.19,158857.41,1,23,1,7,false,true,false,false,false,158857.41
TXN_0000003276,CUST_000668,User-51397,Send Money,39.28,outflow,2024-07-09T23:37:31.218729+00:00,0.0,39.28,386434.92,2,23,1,7,false,true,false,false,true,386434.92
TXN_0000003277,CUST_000225,Okoa Jahazi,Others,1033.2,outflow,2024-07-09T23:38:00.791387+00:00,0.0,1033.2,60206.61,1,23,1,7,false,true,false,false,false,60206.61
TXN_0000003278,CUST_000405,User-43979,Send Money,298.19,outflow,2024-07-09T23:41:35.136159+00:00,0.0,298.19,247869.48,2,23,1,7,false,true,false,false,false,247869.48
TXN_0000003279,CUST_000583,Bonga Points,Others,4845.23,outflow,2024-07-09T23:44:37.164073+00:00,0.0,4845.23,270306.63,3,23,1,7,false,true,false,false,false,270306.63
TXN_0000003280,CUST_000781,User-46757,Send Money,734.19,outflow,2024-07-09T23:44:46.781806+00:00,0.0,734.19,77640.96,1,23,1,7,false,true,false,false,false,77640.96
TXN_0000003281,CUST_000445,User-78325,Send Money,1222.63,outflow,2024-07-09T23:51:36.600397+00:00,0.0,1222.63,126730.68,3,23,1,7,false,true,false,false,false,126730.68
TXN_0000003282,CUST_000032,User-81856,Send Money,2698.95,outflow,2024-07-09T23:52:20.838647+00:00,0.0,2698.95,134703.8,2,23,1,7,false,true,false,false,false,134703.8
TXN_0000003283,CUST_000594,User-92354,Received Money,134.08,inflow,2024-07-09T23:56:17.563466+00:00,134.08,0.0,86494.76,1,23,1,7,false,true,false,false,false,86494.76
TXN_0000003284,CUST_000677,22Bet,Agent Deposit,456.69,inflow,2024-07-09T23:59:45.778466+00:00,456.69,0.0,229780.38,1,23,1,7,false,true,true,true,false,229780.38
TXN_0000003285,CUST_000717,Agent-203,Agent Deposit,383.89,inflow,2024-07-10T03:46:24.974157+00:00,383.89,0.0,241336.63,2,3,2,7,false,true,false,false,false,241336.63
TXN_0000003286,CUST_000419,User-75860,Send Money,603.64,outflow,2024-07-10T04:39:05.478352+00:00,0.0,603.64,106595.36,1,4,2,7,false,true,false,false,false,106595.36
TXN_0000003287,CUST_000699,Merchant-3092,Lipa Na M-PESA (Buy Goods),1183.39,outflow,2024-07-10T06:05:52.475477+00:00,0.0,1183.39,129732.81,2,6,2,7,false,false,false,false,false,129732.81
TXN_0000003288,CUST_000332,Paybill-170840,Lipa Na M-PESA (Paybill),2295.99,outflow,2024-07-10T06:13:54.824674+00:00,0.0,2295.99,140286.74,1,6,2,7,false,false,false,false,false,140286.74
TXN_0000003289,CUST_000901,22Bet,Send Money,2680.07,outflow,2024-07-10T06:34:58.068728+00:00,0.0,2680.07,79772.7,1,6,2,7,false,false,true,false,false,79772.7
TXN_0000003290,CUST_000609,User-43063,Received Money,6143.26,inflow,2024-07-10T06:37:46.107625+00:00,6143.26,0.0,154982.99,1,6,2,7,false,false,false,false,false,154982.99
TXN_0000003291,CUST_000606,M-Shwari,Others,291.63,outflow,2024-07-10T06:40:37.919478+00:00,0.0,291.63,100710.69,1,6,2,7,false,false,false,false,false,100710.69
TXN_0000003292,CUST_000862,Bonga Points,Others,451.56,inflow,2024-07-10T06:42:28.747253+00:00,451.56,0.0,158527.65,3,6,2,7,false,false,false,false,false,158527.65
TXN_0000003293,CUST_000369,User-79448,Received Money,1154.98,inflow,2024-07-10T06:49:50.759137+00:00,1154.98,0.0,212656.55,2,6,2,7,false,false,false,false,false,212656.55
TXN_0000003294,CUST_000949,Paybill-470049,Lipa Na M-PESA (Paybill),230.76,outflow,2024-07-10T07:04:05.209139+00:00,0.0,230.76,94305.48,1,7,2,7,false,false,false,false,false,94305.48
TXN_0000003295,CUST_000415,User-65625,Received Money,240.99,inflow,2024-07-10T07:05:04.098476+00:00,240.99,0.0,367391.48,2,7,2,7,false,false,false,false,false,367391.48
TXN_0000003296,CUST_000721,User-42521,Received Money,285.0,inflow,2024-07-10T07:05:16.221143+00:00,285.0,0.0,129184.29,1,7,2,7,false,false,false,false,false,129184.29
TXN_0000003297,CUST_000544,Agent-219,Agent Deposit,593.72,inflow,2024-07-10T07:29:39.873993+00:00,593.72,0.0,52678.32,1,7,2,7,false,false,false,false,false,52678.32
TXN_0000003298,CUST_000574,Paybill-648767,Lipa Na M-PESA (Paybill),2485.38,outflow,2024-07-10T07:38:22.603893+00:00,0.0,2485.38,97851.49,1,7,2,7,false,false,false,false,false,97851.49
TXN_0000003299,CUST_000471,User-43093,Received Money,5274.88,inflow,2024-07-10T07:40:16.780540+00:00,5274.88,0.0,93337.44,1,7,2,7,false,false,false,false,false,93337.44
TXN_0000003300,CUST_000216,Bonga Points,Others,894.93,outflow,2024-07-10T07:43:27.632965+00:00,0.0,894.93,344416.4,2,7,2,7,false,false,false,false,false,344416.4
TXN_0000003301,CUST_000807,Merchant-8134,Lipa Na M-PESA (Buy Goods),798.29,outflow,2024-07-10T07:47:23.191078+00:00,0.0,798.29,278593.37,2,7,2,7,false,false,false,false,false,278593.37
TXN_0000003302,CUST_000276,Merchant-4210,Lipa Na M-PESA (Buy Goods),2081.31,outflow,2024-07-10T07:48:59.739763+00:00,0.0,2081.31,81498.19,1,7,2,7,false,false,false,false,false,81498.19
TXN_0000003303,CUST_000713,Paybill-282661,Lipa Na M-PESA (Paybill),254.15,outflow,2024-07-10T07:58:16.533186+00:00,0.0,254.15,129144.91,2,7,2,7,false,false,false,false,false,129144.91
TXN_0000003304,CUST_000120,User-72395,Send Money,564.95,outflow,2024-07-10T08:01:48.009391+00:00,0.0,564.95,284435.05,1,8,2,7,false,false,false,false,false,284435.05
TXN_0000003305,CUST_000069,User-12183,Send Money,93.77,outflow,2024-07-10T08:16:56.124978+00:00,0.0,93.77,98719.92,1,8,2,7,false,false,false,false,true,98719.92
TXN_0000003306,CUST_000434,User-20252,Send Money,239.96,outflow,2024-07-10T08:19:09.483272+00:00,0.0,239.96,105814.95,2,8,2,7,false,false,false,false,false,105814.95
TXN_0000003307,CUST_000474,User-69575,Received Money,1055.45,inflow,2024-07-10T08:19:59.663978+00:00,1055.45,0.0,475880.14,2,8,2,7,false,false,false,false,false,475880.14
TXN_0000003308,CUST_000268,Merchant-2433,Lipa Na M-PESA (Buy Goods),5761.78,outflow,2024-07-10T08:46:51.849666+00:00,0.0,5761.78,183886.64,2,8,2,7,false,false,false,false,false,183886.64
TXN_0000003309,CUST_000977,Merchant-7544,Lipa Na M-PESA (Buy Goods),1313.14,outflow,2024-07-10T08:48:38.671943+00:00,0.0,1313.14,359027.28,3,8,2,7,false,false,false,false,false,359027.28
TXN_0000003310,CUST_000472,User-94808,Send Money,1776.36,outflow,2024-07-10T08:56:09.378216+00:00,0.0,1776.36,178045.8,2,8,2,7,false,false,false,false,false,178045.8
TXN_0000003311,CUST_000574,User-48515,Send Money,1820.81,outflow,2024-07-10T09:02:44.607488+00:00,0.0,1820.81,96030.68,1,9,2,7,false,false,false,false,false,96030.68
TXN_0000003312,CUST_000618,User-97276,Received Money,1250.14,inflow,2024-07-10T09:07:13.671578+00:00,1250.14,0.0,223606.67,1,9,2,7,false,false,false,false,false,223606.67
TXN_0000003313,CUST_000380,User-77891,Send Money,7013.87,outflow,2024-07-10T09:13:05.135788+00:00,0.0,7013.87,449448.29,3,9,2,7,false,false,false,false,false,449448.29
TXN_0000003314,CUST_000092,User-11110,Send Money,1477.9,outflow,2024-07-10T09:23:16.923952+00:00,0.0,1477.9,249015.14,2,9,2,7,false,false,false,false,false,249015.14
TXN_0000003315,CUST_000138,Agent-900,Agent Withdrawal,55.06,outflow,2024-07-10T09:23:44.450185+00:00,0.0,55.06,107282.7,1,9,2,7,false,false,false,false,false,107282.7
TXN_0000003316,CUST_000462,Merchant-2035,Lipa Na M-PESA (Buy Goods),1647.06,outflow,2024-07-10T09:25:17.022490+00:00,0.0,1647.06,129521.43,1,9,2,7,false,false,false,false,false,129521.43
TXN_0000003317,CUST_000314,User-65802,Received Money,321.08,inflow,2024-07-10T09:25:44.229124+00:00,321.08,0.0,22024.3,1,9,2,7,false,false,false,false,false,22024.3
TXN_0000003318,CUST_000073,Reversal,Others,920.81,outflow,2024-07-10T09:26:35.040439+00:00,0.0,920.81,154543.97,1,9,2,7,false,false,false,false,false,154543.97
TXN_0000003319,CUST_000915,Paybill-786148,Lipa Na M-PESA (Paybill),1856.09,outflow,2024-07-10T09:27:08.754949+00:00,0.0,1856.09,143268.56,2,9,2,7,false,false,false,false,false,143268.56
TXN_0000003320,CUST_000399,Remitly,Received Money,542.95,inflow,2024-07-10T09:29:31.604608+00:00,542.95,0.0,137056.01,1,9,2,7,false,false,false,true,false,137056.01
TXN_0000003321,CUST_000735,User-48962,Send Money,927.55,outflow,2024-07-10T09:36:55.364356+00:00,0.0,927.55,284446.36,2,9,2,7,false,false,false,false,false,284446.36
TXN_0000003322,CUST_000460,Agent-221,Agent Withdrawal,482.46,outflow,2024-07-10T09:38:23.944666+00:00,0.0,482.46,154911.89,1,9,2,7,false,false,false,false,false,154911.89
TXN_0000003323,CUST_000405,Paybill-159764,Lipa Na M-PESA (Paybill),1754.79,outflow,2024-07-10T09:38:51.153202+00:00,0.0,1754.79,246114.69,2,9,2,7,false,false,false,false,false,246114.69
TXN_0000003324,CUST_000396,Agent-491,Agent Withdrawal,947.81,outflow,2024-07-10T09:40:43.403517+00:00,0.0,947.81,143977.32,1,9,2,7,false,false,false,false,false,143977.32
TXN_0000003325,CUST_000518,Agent-600,Agent Deposit,490.79,inflow,2024-07-10T09:46:20.478649+00:00,490.79,0.0,73510.67,1,9,2,7,false,false,false,false,false,73510.67
TXN_0000003326,CUST_000755,Agent-444,Agent Withdrawal,1547.52,outflow,2024-07-10T09:48:05.149497+00:00,0.0,1547.52,180522.93,1,9,2,7,false,false,false,false,false,180522.93
TXN_0000003327,CUST_000047,User-56122,Received Money,193.94,inflow,2024-07-10T09:49:40.526609+00:00,193.94,0.0,97282.64,1,9,2,7,false,false,false,false,false,97282.64
TXN_0000003328,CUST_000309,Agent-952,Agent Withdrawal,855.39,outflow,2024-07-10T09:51:04.606393+00:00,0.0,855.39,91635.17,1,9,2,7,false,false,false,false,false,91635.17
TXN_0000003329,CUST_000692,Reversal,Others,36.99,outflow,2024-07-10T09:52:12.858244+00:00,0.0,36.99,78143.22,1,9,2,7,false,false,false,false,false,78143.22
TXN_0000003330,CUST_000867,User-95775,Send Money,613.57,outflow,2024-07-10T09:53:14.338802+00:00,0.0,613.57,50710.16,1,9,2,7,false,false,false,false,false,50710.16
TXN_0000003331,CUST_000953,Merchant-5850,Lipa Na M-PESA (Buy Goods),21565.72,outflow,2024-07-10T09:54:04.487421+00:00,0.0,21565.72,83503.0,1,9,2,7,false,false,false,false,false,83503.0
TXN_0000003332,CUST_000539,User-60559,Send Money,2403.82,outflow,2024-07-10T09:54:45.462361+00:00,0.0,2403.82,62281.86,1,9,2,7,false,false,false,false,false,62281.86
TXN_0000003333,CUST_000089,SportPesa,Agent Withdrawal,3587.36,outflow,2024-07-10T09:55:11.219420+00:00,0.0,3587.36,188076.98,1,9,2,7,false,false,true,false,false,188076.98
TXN_0000003334,CUST_000292,Odibets,Send Money,171.71,outflow,2024-07-10T09:55:30.940651+00:00,0.0,171.71,237818.61,2,9,2,7,false,false,true,false,false,237818.61
TXN_0000003335,CUST_000717,User-40763,Received Money,687.05,inflow,2024-07-10T09:56:26.291607+00:00,687.05,0.0,242023.68,2,9,2,7,false,false,false,false,false,242023.68
TXN_0000003336,CUST_000769,User-32195,Send Money,259.44,outflow,2024-07-10T09:59:35.708706+00:00,0.0,259.44,99643.06,2,9,2,7,false,false,false,false,false,99643.06
TXN_0000003337,CUST_000034,Agent-776,Agent Withdrawal,828.51,outflow,2024-07-10T10:00:10.304613+00:00,0.0,828.51,161699.93,1,10,2,7,false,false,false,false,false,161699.93
TXN_0000003338,CUST_000394,User-59129,Send Money,874.0,outflow,2024-07-10T10:01:21.240988+00:00,0.0,874.0,66054.95,1,10,2,7,false,false,false,false,false,66054.95
TXN_0000003339,CUST_000045,User-61756,Received Money,2820.44,inflow,2024-07-10T10:10:21.963016+00:00,2820.44,0.0,123429.68,1,10,2,7,false,false,false,false,false,123429.68
TXN_0000003340,CUST_000313,Paybill-575324,Lipa Na M-PESA (Paybill),719.53,outflow,2024-07-10T10:11:40.041552+00:00,0.0,719.53,473533.26,2,10,2,7,false,false,false,false,false,473533.26
TXN_0000003341,CUST_000503,Paybill-376376,Lipa Na M-PESA (Paybill),576.02,outflow,2024-07-10T10:13:03.812831+00:00,0.0,576.02,472827.41,2,10,2,7,false,false,false,false,false,472827.41
TXN_0000003342,CUST_000311,User-22576,Send Money,357.5,outflow,2024-07-10T10:15:02.073151+00:00,0.0,357.5,67645.41,2,10,2,7,false,false,false,false,false,67645.41
TXN_0000003343,CUST_000680,User-75487,Send Money,1457.55,outflow,2024-07-10T10:15:51.188808+00:00,0.0,1457.55,96589.71,1,10,2,7,false,false,false,false,false,96589.71
TXN_0000003344,CUST_000129,User-98351,Send Money,2148.08,outflow,2024-07-10T10:16:57.961883+00:00,0.0,2148.08,34889.74,1,10,2,7,false,false,false,false,false,34889.74
TXN_0000003345,CUST_000504,User-60673,Send Money,2060.0,outflow,2024-07-10T10:18:45.426279+00:00,0.0,2060.0,178963.71,2,10,2,7,false,false,false,false,false,178963.71
TXN_0000003346,CUST_000276,User-96848,Send Money,325.26,outflow,2024-07-10T10:22:21.683417+00:00,0.0,325.26,81172.93,1,10,2,7,false,false,false,false,false,81172.93
TXN_0000003347,CUST_000177,Merchant-5515,Lipa Na M-PESA (Buy Goods),231.52,outflow,2024-07-10T10:23:27.542602+00:00,0.0,231.52,189067.19,1,10,2,7,false,false,false,false,false,189067.19
TXN_0000003348,CUST_000760,User-71461,Received Money,292.83,inflow,2024-07-10T10:28:21.452248+00:00,292.83,0.0,235262.78,2,10,2,7,false,false,false,false,false,235262.78
TXN_0000003349,CUST_000306,User-49206,Send Money,618.05,outflow,2024-07-10T10:37:01.190830+00:00,0.0,618.05,133543.87,1,10,2,7,false,false,false,false,false,133543.87
TXN_0000003350,CUST_000476,Agent-355,Agent Deposit,456.28,inflow,2024-07-10T10:37:46.801589+00:00,456.28,0.0,126967.31,1,10,2,7,false,false,false,false,false,126967.31
TXN_0000003351,CUST_000073,User-12937,Send Money,1082.14,outflow,2024-07-10T10:40:55.162992+00:00,0.0,1082.14,153461.83,1,10,2,7,false,false,false,false,false,153461.83
TXN_0000003352,CUST_000793,Merchant-3421,Lipa Na M-PESA (Buy Goods),987.36,outflow,2024-07-10T10:41:12.062970+00:00,0.0,987.36,159506.93,1,10,2,7,false,false,false,false,false,159506.93
TXN_0000003353,CUST_000623,Merchant-5420,Lipa Na M-PESA (Buy Goods),1889.83,outflow,2024-07-10T10:45:39.289330+00:00,0.0,1889.83,174432.57,1,10,2,7,false,false,false,false,false,174432.57
TXN_0000003354,CUST_000116,Reversal,Others,622.76,outflow,2024-07-10T10:49:36.845135+00:00,0.0,622.76,189655.07,2,10,2,7,false,false,false,false,false,189655.07
TXN_0000003355,CUST_000349,User-50140,Received Money,412.5,inflow,2024-07-10T10:50:32.051146+00:00,412.5,0.0,69793.13,1,10,2,7,false,false,false,false,false,69793.13
TXN_0000003356,CUST_000892,User-11501,Received Money,327.05,inflow,2024-07-10T10:51:41.425972+00:00,327.05,0.0,196795.29,1,10,2,7,false,false,false,false,false,196795.29
TXN_0000003357,CUST_000637,Paybill-453599,Lipa Na M-PESA (Paybill),3369.97,outflow,2024-07-10T10:54:38.080093+00:00,0.0,3369.97,216492.27,2,10,2,7,false,false,false,false,false,216492.27
TXN_0000003358,CUST_000479,Agent-555,Agent Deposit,1604.39,inflow,2024-07-10T10:56:33.259639+00:00,1604.39,0.0,27923.47,1,10,2,7,false,false,false,false,false,27923.47
TXN_0000003359,CUST_000078,Paybill-689186,Lipa Na M-PESA (Paybill),6129.44,outflow,2024-07-10T10:58:22.787995+00:00,0.0,6129.44,285504.2,2,10,2,7,false,false,false,false,false,285504.2
TXN_0000003360,CUST_000217,User-16101,Send Money,2031.36,outflow,2024-07-10T10:59:00.961233+00:00,0.0,2031.36,119092.96,1,10,2,7,false,false,false,false,false,119092.96
TXN_0000003361,CUST_000210,M-Shwari,Others,6599.57,outflow,2024-07-10T11:04:47.593651+00:00,0.0,6599.57,138116.14,2,11,2,7,false,false,false,false,false,138116.14
TXN_0000003362,CUST_000745,User-43367,Send Money,989.6,outflow,2024-07-10T11:06:22.848359+00:00,0.0,989.6,29007.65,1,11,2,7,false,false,false,false,false,29007.65
TXN_0000003363,CUST_000173,Agent-247,Agent Withdrawal,6000.0,outflow,2024-07-10T11:07:33.281415+00:00,0.0,6000.0,154464.41,1,11,2,7,false,false,false,false,false,154464.41
TXN_0000003364,CUST_000731,Agent-775,Agent Deposit,2142.4,inflow,2024-07-10T11:08:54.336334+00:00,2142.4,0.0,131620.05,1,11,2,7,false,false,false,false,false,131620.05
TXN_0000003365,CUST_000189,User-94400,Send Money,1317.63,outflow,2024-07-10T11:09:11.001125+00:00,0.0,1317.63,111111.85,3,11,2,7,false,false,false,false,false,111111.85
TXN_0000003366,CUST_000672,Agent-929,Agent Withdrawal,549.31,outflow,2024-07-10T11:09:45.964591+00:00,0.0,549.31,114672.82,1,11,2,7,false,false,false,false,false,114672.82
TXN_0000003367,CUST_000288,User-14515,Send Money,932.28,outflow,2024-07-10T11:14:18.500245+00:00,0.0,932.28,157716.38,3,11,2,7,false,false,false,false,false,157716.38
TXN_0000003368,CUST_000095,User-55789,Received Money,3883.7,inflow,2024-07-10T11:15:35.839984+00:00,3883.7,0.0,182819.06,2,11,2,7,false,false,false,false,false,182819.06
